label,data
1,What's The Worst Thing You've Ever Smelled
1,Lilly Singh Vs. Aussie Slang
1,What's The Best Thing Someone Has Ever Done For You During Sex
1,"Here's How An Erect Penis Ended Up In ""The Night Before"""
0,Apple Inc. co-founder Steve Jobs dies aged 56
1,The Original Wiggles Might Reunite This Winter And This Is Not A Drill
1,The Story Of A Reporter Who Killed Herself On Air Is Taking Over Sundance
1,23 Hilarious Tweets About Being A Grown-Ass Adult
1,"Hey, Guys, What's A ""Cheese Stick"""
1,What's The Best Part About Christmas In The Midwest
0,Terror suspects arrested in connection with bombing public bus in Israel
1,Which Disney Channel Show Do You Actually Like Better
1,This Incredible Makeup Artist Can Transform Herself Into Anyone And Anything
1,20 Mouthwatering Breakfast Sandwiches That'll Nurse Your Hangover
0,Colorado counties consider forming new U.S. state
0,13 killed in U.S. air strike in Pakistan
1,"17 Times The ""This Is Thirty"" Hashtag Pretty Much Nailed It"
1,This French Artist Is Covering India's Walls With Some Amazing Graffiti
1,21 Women Who Can Teach You How To Slay
0,Wikinews interviews U.S. Libertarian Party potential presidential candidate R.J. Harris
0,American Society of Newspaper Editors Cancels Convention
0,Rules may be bent to launch Discovery
0,Moscow celebrates Victory Day with military parade
1,Lady Gaga's New Disco Cover Will Make Your Weekend
0,Vandalism on online epilepsy forum triggers convulsions
1,This Vine Of A Kid And Snake Sharing A Lollipop Is Mesmerizing
1,The Try Guys Try Korean Cooking
0,Bid for Madoff Trading Unit Is $15 Million
0,UN passes LGBT rights resolution
0,Cargo Vessel grounded South of Gibraltar
1,What's The Best Fanfiction You've Ever Read
0,California Supreme Court defers ruling on same-sex marriage ban
1,This Is What Using The Huge iPad Pro Is Actually Like
0,"Rising Circulation, at Papers Sold by Homeless"
1,Pigskin A Blanket: NFL Divisional Round Picks
0,Permanent Flood Solutions Just Out of Reach for Fargo
1,Meet The San Francisco Cat Who Helped Save A Suicidal Man's Life
1,21 Of The Most Awesome Things To Ever Happen In A Target
1,24 Amazing Products To Let The World Know You're A Burger Fan
1,32 Things That Happen When Your BFF Is Also Your Soulmate
1,Is Adele Going To Call You
0,"Bomb blast at Iraqi football match kills 25, many wounded"
1,What's The Weirdest Thing You've Gotten While Trick-Or-Treating
0,New South Wales Liberal leader attempts suicide
1,18 People Who Have It Harder Than Donald Trump
0,Tennis: Jelena Janković wins 2009 Cincinnati Masters
0,Arrest made over murder of UK gemstone expert in Kenya
1,This Guy Forgot His ID And Became Every Bouncer's Worst Nightmare
0,Power line to Japanese nuclear plant completed
1,This Dog Riding A Bike With A Helmet On Is The Cutest Damn Thing You'll See All Day
1,18 Insanely Pretty Beet Recipes For Valentine's Day
0,Thousands attend anti-war protests in London and Glasgow
1,For Everyone Who Goes To Ikea For The Food
0,"Reality TV Star, Jade Goody, Prepares to Die in Spotlight"
1,Here's How W. Kamau Bell Talks About Race With His Kids
0,Canadian lawyer urges Prime Minister to repatriate Omar Khadr
0,Formula One Is Running Its Final Race at the Legendary Silverstone Track
1,16 Truths Only Doctor's Office Receptionists Will Understand
1,Are You More Taylor Swift Or Ed Sheeran
0,"New York's Staten Island Ferry crashes, 60 injured"
0,Iranian president says move Israel to Europe
1,13 Ridiculously Tasty Super Bowl Snacks You Can Make With Crescent Roll Dough
0,"Memorial unveiled to mark 50th anniversary of deaths of 47 miners in Lanarkshire, Scotland"
0,Betancourt calls for release of all FARC hostages
0,"Israeli F-16 fighter jet crashes, pilot killed"
1,28 Essential Items Every Guy Needs To Own This Fall
0,US healthcare bill passes Senate vote
0,NATO intensifies attack on Libya
1,27 Of The Most Awesome Trans Moments In 2015
0,"International ban on cluster bombs ""very close"" says British Prime Minister"
0,Chemist Shows How RNA Can Be the Starting Point for Life
1,36 Movie Quotes To Use When You Need An Instagram Caption
0,Obama budget calls for record US deficit
0,Iraqi Policemen to Face Charges of Prison Abuse
1,17 Spot-On Gifts For Your Friend Who Hates Wearing Pants
0,"Second dust storm hits Sydney, Australia"
1,Should You Top Or Bottom Tonight
0,Stewart Wins a Nascar All-Star Race for the First Time
0,Afghanistan prepares for presidential runoff election
1,19 Things People Who Love Drama Know To Be True
0,Fortis Shareholders Approve Takeover by BNP
1,"President Obama, Please Do The Right Thing And Make Nicolas Cage The Next Supreme Court Justice"
0,Transition Holds Clues to How Obama Will Govern
0,Russia Recalibrates After Commodities Downturn
1,Wiz Khalifa Showed Up To The Golden Globes Looking Classy As Hell
0,Taliban claim: Helicopter in Afghanistan shot down
1,19 Unbelivably Rude Texts From Your Hangover
1,32 Times Tumblr Truly Nailed Your Star Sign In 2015
1,This Is What Happens When A Bobby Flay Fanatic Meets Bobby Flay
0,Queen's University agree to cut 103 members of staff
1,12 Lessons Learned From Bad Sex
0,Alaska senator Ted Stevens indicted in corruption scandal
0,Earthquake hits Chile
1,"The Cast Of ""Sherlock"" In The Victorian Age Vs. 2016"
1,Night Owls Become Early Risers
1,27 Last-Minute Stocking Stuffers For Every Fandom
1,Here's What Happened When People Tried Bharatnatyam For The First Time
1,"Paul Rudd Dancing In His ""Ant-Man"" Costume Is The Cutest Thing You'll See Today"
1,Which 2015 Meme Are You Based On Your Zodiac Sign
1,We Know Your Zodiac Sign Based On Your Favorite Dog Breeds
1,15 Terrifying Kylie Jenner Pics You Can't Unsee
0,Haitian earthquake: in pictures
0,French ferry raided by military forces
0,US will remove 'terror' tag on North Korea
1,When You Have A Crush On Someone Athletic
1,Pocket Kittens Are Real And Here Is What You Should Know About Them
1,18 Photos That Are Too Real For Girls Who Can't Braid
0,"Stark Images, Uploaded to the World"
1,"Ryan Reynolds Really Didn't Mind Being Nude On The ""Deadpool"" Set"
1,Kids Explaining What Love Is Will Make You Laugh And Then Cry
0,59-year-old graduate student makes Division III football team
1,"This Guy Made A $4,000 Suit From Scratch And It Took Him 10 Months"
0,US economist tells Portugal to seek bailout
1,A Man Had His Body Photoshopped In 18 Countries To Examine Global Beauty Standards
0,"Wikinews interviews Mike Lebowitz, chairman of the U.S. Modern Whig Party"
1,22 Things People Who Are Bad At Expressing Their Feelings Know To Be True
0,Credit Card Industry Aims to Profit From Sterling Payers
1,The Stages Of An All-Nighter
1,76 Things You'll Know After Three Years At University
0,US prisoner in North Korea 'attempts suicide'
0,Bankruptcy Could Be More Costly
0,Rocket carrying NASA carbon dioxide satellite crashes into ocean
0,"Teenager in Florida, United States skips school, goes to Iraq"
1,Which Christmas Movie Matches Your Zodiac Sign
0,Imitation gun pointed at Australia swimmers during training
1,"Which Of Lady Gaga's ""American Horror Story: Hotel"" Outfits Should You Rock"
1,When You Take A Joke Too Far
1,This Video Perfectly Sums Up What It's Like To Experience A Breakup
1,21 Times The Mall Failed So Hard It Just Failed
0,NZ opposition leader admits to fundamentalist contacts
0,Tempo of Audits Drops for Wealthy
0,NASA announces daily video feed for new Discovery mission
1,16 Times Britain Confused The Hell Out Of Rest Of The World In 2015
1,"Indian Girls Revealed What Kind Of Porn They Like, And Their Choices May Surprise You"
0,Governor of Tokyo is sued for insulting French language
1,20 Perfect Pins For People Who Simply Cannot
1,Can You Guess The Urban Dictionary Definition Of These Words
0,Making the Case for GE Capital
1,22 Signs You're Middle-Aged Before Your Time
1,"Which Hogwarts Houses Do These ""Parks And Rec"" Characters Belong In"
1,16 Adorable Corgi Sploots To Get You Out Of Any Rut
1,How Well Do You Know The Ninja Turtles
1,Should You Get An Oscar Or Oscar Isaac
0,Massive ice shelf expected to break away from Antarctica
0,"From Sandy Strip of Sri Lanka, Tales of Suffering as War Traps Thousands"
0,Church of Scientology's 'Operating Thetan' documents leaked online
1,23 Secrets Barnes And Noble Employees Will Never Tell You
0,"Soyuz TMA-08M launches to International Space Station, arrives in record time"
0,Yankees Rally to Beat Lidge and Phillies in Ninth
1,"19 Facts Guaranteed To Make All ""Harry Potter"" Fans Feel Old"
0,Serbia Welcomes Biden on Balkan Tour
1,What Would The TV Show Of Your Life Be Like
0,BBC Outside Broadcasts to be sold to Satellite Information Services
0,A Human Language Gene Changes the Sound of Mouse Squeaks
0,Last missing body from Minnesota bridge collapse found
0,Europe Looks to Africa for Solar Power
0,Nuclear sites close as more UK workers walkout
0,Afghani heroin shipment shot down in Tajikistan
1,Raise Your Kitchen Game With The BuzzFeed Food Newsletter
0,Thirteen arrested in connection with Baghdad bombings
0,Next generation DVD format war nearing deadline
1,Kathy Griffin And Kristin Chenoweth Talking About Their Dogs Is Funny AF
0,"Schröder gives up German chancellorship ambitions, makes way for Merkel"
0,New Yankee Stadium Has Room to Breathe and Room to Spend
0,Several Firms Interested in Barclays Unit
1,"Here's What 20 Hours Of ""Star Wars"" Does To A Person"
0,Burundi radio station ban lifted as media council chair resigns
1,18 Reasons We Don't Want Thanksgiving Break To Be Over
1,"25 Words You Don't Actually Understand Unless You're A ""Doctor Who"" Fan"
1,"This College Marching Band Just Shut It Down With Their Amazing ""Hello"" Cover"
1,50 Of The Creepiest Places In The U.S
1,Can You Tell The Difference Between These MAC Lipsticks
0,Deadly flooding in Pakistan kills hundreds
1,Krampus Is The Terrifying Holiday Movie You Didn't Know You Needed
1,Twitter Is Losing Its Mind Over This Really Sexist Poll Conducted By The Times Of India
0,British scientists claim 2005 warmest yet in Northern Hemisphere
0,UConn Reportedly Violated N.C.A.A. Contact Rules in Recruitment of Nate Miles
1,19 Hilarious Tweets About Kids That Will Make You Laugh Out Loud
0,Out of space in outer space: Special report on NASA's 'space junk' plans
1,"Can We Guess Your Age From These ""Would You Rather"" Questions"
0,Economic opportunities for women still lagging: World Bank and OECD
1,"So, ""American Horror Story: Hotel"" Looks Creepy AF"
1,"Chris Pratt Is Actually Bursting With Joy Over ""Guardians Of The Galaxy Vol. 2"""
0,"AFC Asian Cup: Lights fail as Korea draw with Saudi Arabia, Iran defeat Uzbekistan"
0,Chinese City Bolsters Scant Consumer Spending With Free Vouchers
0,Janus Chief Resigns After Shaking Up Fund Manager
1,56 Thoughts I Had Watching Shia LaBeouf Watching Shia LaBeouf Movies
1,It's Actually Impossible For J.Lo To Look Anything Other Than Flawless
1,"8 Halloween Costumes Only ""Game Of Thrones"" Fans Will Get"
1,15 Things Only Super-Disciplined People Will Understand
0,Obama wins Wyoming caucus
1,"16 ""SpongeBob SquarePants"" Moments That Went Right Over Your Head As A Kid"
0,Russia follows Georgia in signing peace plan
0,"Schwarzenegger heads back to work after feeling ill, being hospitalized"
1,19 Times Gizmo The Griffon Won Instagram In 2015
0,"Wait for the Next Edition of the Cool-er, a Kindle Rival"
0,"US, five Asian nations announce climate change partnership"
1,"Here's The Cast Of TV's New ""Rocky Horror Picture Show"""
0,Finding the Right Point-and-Shoot Camera
0,Wikinews interviews former Salt Lake City mayor and 2012 presidential candidate Rocky Anderson
0,Mario Draghi succeeds Antonio Fazio as Bank of Italy governor
0,Runaway EMU train collides with freight train in India
0,Lloyds Chairman Victor Blank to Step Down
1,32 Things Justin Bieber Definitely Says To Whoever Takes His Instagram Pictures
1,"17 Gifs, Vines And Pictures That Prove Magic Is Legit Real"
0,U.S. Hurricane Center director leaves position
0,AFC Asian Cup: Qatar scores late to draw with defending champions Japan
1,39 Weird Things You'll Find In Every British Family Home
0,Malicious Software Is Revised
0,"Former Illinois governor Blagojevich asks US Supreme Court to delay corruption trial, prosecutors to respond by Friday"
1,17 Important Questions We Need Answered Immediately
1,This Guy Uses Swords And Fire To Cut Hair And It's Totally WTF
1,"How Would You Die In ""Game Of Thrones"" Based On Your Zodiac Sign"
1,17 Tweets About Winter Storm Jonas That Will Make You Laugh Out Loud
1,Can You Guess Who These Celebrities' Godparents Are
1,People Try Snapchat's New Selfie Filters
1,Where's The Best Place You've Ever Celebrated New Year's In The U.S
0,"Disease scare in south Sudan, aid groups return"
0,F.D.A. Eases Rules on Off-Label Drug Prescriptions
0,French Open: Stosur and Schiavone to compete in women's final; Nadal to meet Soderling in men's final
1,The Only Plans You Should Be Making This Valentine's Day
1,29 Dogs Looking Depressed AF In Their Halloween Costumes
1,"Target Is Pulling This ""Star Wars"" Shirt For Boys That Writes Leia Out Of The Scene"
1,"19 Perfect Etsy Gifts For ""Golden Girls"" Fans"
1,A Dog Is Starring In The Best Elf On The Shelf Photos Of 2015
0,Eos Airlines files for bankruptcy
0,Local council in Australia rejects McDonald's development plan
0,Tour de France: Robbie Hunter wins stage 11
1,22 Behind-The-Scenes Photos Backstage At The Victoria's Secret Fashion Show
0,UN carries out first review of US human rights record
0,Skateboarding in Afghanistan Provides a Diversion From Desolation
0,U.S. and European Officials Discuss Detainees
0,BMW and VW Reflect  Difficulties Facing Carmakers
1,How Well Do You Remember WWF In The Early '90s
1,Wounded Vets Are Being Honored With Purple Parking Spaces
0,US declares public health emergency over spread of swine flu
0,Egyptian teacher who killed child receives prison term
0,Nigel Lythgoe to return as executive producer of 'American Idol'
1,When Two Cartoonists Doodle On The Same Pages Madness Happens
0,"Off the Charts, in the Wrong Direction"
1,"These ""Star Wars"" Auditions From ""SNL"" Are Beyond Hilarious"
0,"Floods Ease in Brazil; 300,000 Left Homeless"
0,Plane carrying 160 crashes in Venezuela
0,At least 71 deaths in Mexico 'likely linked' to swine flu outbreak
0,Estimate Puts Natural Gas Reserves 35% Higher
0,"As Elections Near, Financial Tightrope Awaits India's Winners"
1,21 Things You'll Only Know If You And Your Best Friend Are Actually Grandmas
1,27 Onesies Your Baby Needs This Holiday Season
0,Rangers Honor Andy Bathgate and Harry Howell
0,Tsunami nations give relief advice to U.S.
0,Al-Qaida claims responsibility for London 7/7 bombings
1,Who Are You Looking At First
1,What Type Of Disney Movie Character Would You Be
0,Bankruptcy Protection Filing at Minneapolis Star Tribune
1,30 Halloween Costumes That Put All Of Us To Shame
0,Triathletes from Belgium and Luxembourg compete in championship race
1,What Does Your Favorite Classic Video Game Mascot Say About You
0,"Looking Beyond Downturn, Atlanta Likes What It Sees"
0,BBC announces pay freeze and no bonuses for managers
0,Over 100 people protest exclusion of gender identity protection in ENDA outside HRC dinner
0,South Korea and U.S. Raise Alert Level
1,What People With Natural Hair Really Hear
0,Poppies a Target in Fight Against Taliban
0,Jenson Button Takes Monaco Grand Prix
0,"Two-time Eurovision entrant Edsilia Rombley discusses music, love, and her contrasting Contest experiences"
1,The Hardest WWE Royal Rumble Quiz You'll Ever Take
0,"A Placid Man on Land, Caught in a Pirate Drama at Sea"
0,Merv Griffin dies at 82
1,A New Mom Woke Up From Her Coma After She Heard Her Baby Cry
0,"As Passengers Disappear, Airports Scale Back Projects"
0,Cassini discovers Saturn moon atmosphere
0,"Deep in Debt, Six Flags Seeks Bankruptcy Protection"
0,US Supreme Court rules Defense of Marriage Act unconstitutional
1,25 Beautiful Vintage Pictures Of New Orleans' Vibrant Culture
1,Taylor Swift Just Took A Kangaroo Selfie And It's Goddamn Cute
0,NCAA Basketball: University of Connecticut cited for eight major rules violations
1,Ruby Rose And Justin Bieber Wore Matching Outfits At The MTV EMAs
1,What Fictional Character Do You Look Like
0,Green Day dominates at MTV's 2005 Video Music Awards
0,BlackRock Draws Scrutiny as a U.S. Adviser
0,Economy Shrinks at Fastest Rate Since 1950s
1,17 Mind-Blowingly Cute And Simple Halloween Costumes For Kids
1,24 Times Ryan Reynolds Proved He Was The King Of Twitter
0,"U.S. Cyclist, Christian Vande Velde, Adds Flair to His Win"
1,21 Incredibly Laid-Back Dump Dinners That Are Tasty AF
1,ALERT: Pierce Brosnan Is Looking Hotter Than Ever
0,Eight killed in suicide bombing in Algeria
1,17 People Who Are Absolutely Killing It At Dreamforce 2015
1,Watch This Seahorse Shoot Baby Seahorses Out Of Its Stomach
1,Lady Gaga Supports Paris Attack Victims By Stepping Out In The French Flag Colours
1,Here's What 100 Years Of Men's Grooming Trends Looks Like
1,"Do You Really Know The Words To ""Sorry"" By Justin Bieber"
0,"Two bomb blasts kill at least 17 in Istanbul, Turkey"
1,What Number Are You
1,19 Reasons The Nintendo 64 Is The Greatest Console Of All Time
0,Apple plans another special event
0,How Bethpage Black Was Mastered (For a Day) By a Club Pro
1,Which Anakin Skywalker GIF Are You
1,David Beckham Looks Ridiculously Hot In These Behind-The-Scenes Photos
0,Unemployment Claims Rose Last Week
1,Here's Why Ditching Apple's iPhone Cord Changed My Life
1,26 Charts That Will Actually Make You A Happier Person
0,A New Jets Administration Promises Change
1,We Know Your Zodiac Sign Based On Your Favorite Foods
1,We Found Some Of The Most L.A. Foods Ever
1,"Who Are You In The ""Deadpool"" Movie"
1,Can You Identify These United States Leaders
0,G.M. Picks Michigan to Build Small Car
0,Man charged with Huxley attack
1,What Song Should You Play On Repeat This Weekend
0,Pakistan: Peshawar hit by triple bomb blasts
1,Trainspotting: Then Vs Now
1,Do You Hate People
1,"Which ""The Lord Of The Rings"" Character Should Be Your Wingman"
1,Which Famous YouTuber Should Be Your Valentine
0,"On Terrorist Watch List, but Allowed to Buy Guns"
1,Somehow A Shit Ton Of People Have No Idea Who Chris Pratt Is
1,17 People Who Have Literally No Idea What They're Getting For Christmas
1,28 Jaw-Dropping Close-Up Photographs Of Nature
0,"Wikinews interviews Juana Bustamante, Chilean earthquake survivor from Paniahue"
0,'Very serious': Chinese government releases corruption report
1,We Know Your Dominant Trait Based On This Eyeliner Question
0,California Senator launches probe into National Guard abuse allegations
0,First charges laid over riot text messages
0,"Students Stand When Called Upon, and When Not"
1,"What's Your Favorite Leslie Knope Quote From ""Parks And Recreation"""
0,US Congresswoman Stephanie Tubbs Jones dies at age 58
0,Some Transit Aid May Be Freed Up for Operating Costs
1,25 Adorable Presidential Pet Photos That Will Melt Your Heart
1,This 15-Second Video Of The Mumbai Marathon Will Leave You Totally Mesmerised
1,Name That Disney Reptile
0,Rescue underway for teen solo sailor
0,SEPTA buys rail cars from NJ Transit to deal with crowding
0,Three Walks in the 10th Push the Mets Past the Braves
1,"Oprah Revealed That She Repeatedly Yelled ""You Get A Car!"" Because Everyone Was Confused As Fuck"
0,Romanian artists auction off their works for tsunami victims
1,What Happens When You Add Adele's Face To Classic Album Covers
0,Iran announces its building of a second nuclear power plant
0,Australian Jesse Williams drafted in fifth round by the NFL's Seattle Seahawks
1,17 Of The Greatest Supermarket Substitution Fails Of 2015
1,21 Unexpected Things You Can Make In A Rice Cooker
1,"Shut It Down, This Pizza Waffle Is Everything You've Been Waiting For And More"
0,Shine of MySpace May Fade a Bit
1,We Know What City You Should Spend Christmas In Based On Your Zodiac
0,Toyota Moves Ahead of G.M. in 2008 Sales
0,'Suspicious' package closes half of Washington Dulles Airport terminal
0,Vanuatu PM accused of assaulting envoy
1,We Know Which Food Is Your Bae With This One Question
1,Emma Stone And Andrew Garfield Have Split Up
1,Zendaya Coleman Completely Changed Her Hair For This Shoot And It's Everything You Need In Life
1,18 Tragic Photos That Will Make All Makeup Addicts Weep
0,I.B.M. Looks to Sell Big Business on Cloud Computing
0,2005 Afghan opium harvest begins
0,Chrysler and Union Agree to Deal Before Federal Deadline
1,24 Things You'll Understand If You Think Working Out Is The Worst
0,At least nine missing after Russian military plane crashes into Pacific
0,Discovery docks with International Space Station
0,"North Korea warns of 'self-defensive blows,' nuclear war, if military exercises take place"
0,Yahoo closes user-created chat rooms over sexual conduct
1,"23 Times ""30 Rock"" Perfectly Summed Up Finals Week"
0,Cablevision to Offer New York Market Live Streaming of Yankee Games
0,"UK group Liberty, Edinburgh city council on Scientology 'cult' signs"
0,Al-Qaeda terror ad warns of 'big surprise'
0,South African lawyer and anti-apartheid leader Harry Schwarz dies age 85
0,Emergency directive for Sikorsky S-92A helicopters
0,Meddling or Good Business?
0,Cities Like Seoul Rediscover Waterways They Paved Over
1,"Amber Rose Called Out GQ's Sexist And ""Ignorant"" Portrayal Of Her"
0,Children of Men wins Scripter Award for writing
0,U.S. Baseball: Delgado starts off well with Marlins
0,ICANN approves .xxx domain for pornography
1,Which J.K. Rowling Tweet Are You Based On Your Zodiac Sign
0,Katrina conspiracy meteorologist quits Idaho TV News
1,Kim Kardashian's Posh Spice Costume Was Blessed By Queen Victoria Herself
1,9 Things You'll Definitely Lose In 2016
0,"Sales Fall 10%, but Home Depot Tops Forecasts"
0,Curlin Repeats as Horse of the Year
0,US teen missing in Aruba feared dead
1,"26 Important Lessons The Next Generation Will Learn From ""Harry Potter"""
1,16 Words That Mean Something Completely Different At Target
1,We Read An Erotic Trudeau-Inspired Story And Were Only Mildly Aroused
1,"11 Times Selena Gomez's ""Hands To Myself"" Video Made Me Question My Homosexuality"
0,Mersey hospital takeover by the Australian government
1,"Several Indians Came Together To Send This Message Called ""Dear Terrorists"""
0,Off to Practice Before a Round of Golf? Think Again
0,A Magazine Just for You Arrives With Glitches
1,These Kids Schooled Stacey Dash On The Importance Of Black History Month
0,US undergraduate commits suicide after 'outing' via webcast
1,"Dear ""Walking Dead"" Fans: You-Know-Who Definitely Isn't Dead"
0,Woman with world's longest fingernails loses them in car crash
0,Angela Merkel elected new German chancellor
0,"As Rodriguez Went Pro, His Teammate Went to College"
0,Boeing Employees Among Dead in Turkish Air Crash
0,JetBlue flight attendant accused of cursing at passenger granted bail
0,"Dale Earnhardt Jr. Is Struggling, but His Fans Stick With Him"
0,NASA sets launch date for Space Shuttle Discovery
1,11 Things You've Definitely Googled Before
0,Foliage Field Guides for Cellphones
0,Materazzi reveals slur he uttered at 2006 FIFA World Cup
0,"As Trial Begins, Cheers Greet Iraqi Who Threw Shoes at Bush"
0,Jurors begin deliberation in the Phil Spector murder trial
1,Taylor Swift Should Actually Dye Her Hair Dark Brown
1,"The Directors Of ""Aladdin"" Just Confirmed And Denied Some Great Fan Theories"
0,Samples being taken from poultry farms in Eastern Oklahoma for lawsuits
0,Inauguration Dress Rehearsal Looks Almost Like the Real Thing
0,Investors Find an Appetite for Tech Offerings
1,What's The Best PB&J in LA? - Feast Mode Hunger Squad
1,18 Hilarious Bollywood Movie Reviews From Commenters On Torrent Sites
1,16 Times Tumblr Horoscopes Went Too Far
1,This Girl Cried When She Tried Pepsi For The First Time Because Life Is So Much Sometimes
1,Snack Makeover - Yogurt
0,Creationism and intelligent design have no place in the UK science curriculum says UK Government
0,Senate Committee hears bailout proposal
1,16 Musicians To Add To Your New Year's Playlist
0,Pakistan's ban on YouTube lifted
0,Report: invasion of Iraq provided boost for Al-Qaeda
0,India-China border talks resume
0,Taiwan Voters Move Away From Chen's Agenda
0,"Suspects in Death of Lebanese Ex-Premier, Hariri, Are Freed"
1,9 Unapologetically Tacky Pop Songs
1,"13 ""One Tree Hill"" Questions That Are Impossible To Answer"
0,Wisconsin Tightens Rules on Sales Crews
1,Here's 100 Years Of Bollywood Cinema In Under Four Minutes
0,Lance Armstrong disputes French doping results
0,Osama bin Laden warns European Union in new audio tape
1,23 Honest Confessions Your Hairdresser Will Never Reveal
0,Saginaw Spirit victorious in first home shootout
1,"What Would Your ""Harry Potter"" Wand Core Be Based On Your Zodiac Sign"
0,Thai political talk show taken off air
1,13 Backyard Rinks That Will Give You The Chills
0,Spanish councillor shot and killed in the Basque Country
0,Quake-hit Haiti struck by Hurricane Tomas
1,15 Freshers' Week Horror Stories
1,Bartenders Tell You Exactly What You're Doing That Annoys Them
0,Can Sundance Get a Break?
0,YouTube Said to Be Close to Video Deal With William Morris
0,India subsidizes girls' education to offset gender imbalance
1,"9 Fucking Ugly Tattoos Transformed Into Something New On ""Tattoo Fixers"""
1,21 Times The Internet Was Super Accurate About Aunts And Uncles
0,Exeem Annonunced To Be Successor Of Suprnova
0,Ichiro Suzuki Delivers Memorable Conclusion to W.B.C.
1,Caitlyn Jenner Totally Slayed It At The Point Foundation's Annual Voices On Point Gala
1,The 22 Most Painfully Awkward Things That Happened In 2015
1,"Knock, Knock! Who's There"
1,Madonna Helped A Couple Get Engaged In The Middle Of A Concert Last Night
0,Web Site Offers Anonymous Chats With Strangers
0,"Matthew Edwards, honored Michigan police officer, shot and killed"
1,23 Scones That Are Here To Shake Up Tea Time
1,The Movies That Made Us Love And Hate Sequels In 2015
1,A Student Body President Was Sent Home From School For Wearing This Outfit
1,Would Your City Survive The Zombie Apocalypse
1,19 Reasons You Should Be Making Dessert In Your Slow Cooker
1,Could You Pass Your Defence Against The Dark Arts O.W.L
0,Detroit Council Member Pleads Guilty to Accepting Bribes for Vote
0,Palestinian official newspapers: Israel uses super rats against Jerusalem Arabs
1,How Much Do You Actually Remember About 2006
1,We Need To Talk About New York
1,Parents Are Scaring Their Children Using The New Snapchat Filters
1,The New Issue Of Essence Is All About Your Favorite Magical Black Girls
1,The 25 Best Photos Of Patrick Dempsey
1,10 DIY Projects We Totally Failed At In 2015
0,"UK Transport Minister ""pied"" during launch of Future Heathrow group"
1,How Awkward Were You In 2015
1,These Artists Made Tattoos Come To Life And It's Mesmerizing
0,Two killed in gun attack in Northern Ireland
0,Microsoft Windows metafiles are a vector for computer viruses
0,Run-off likely in Croatian presidential elections
1,An Emergency Plan Of Action For When A Family Member Follows You On Twitter
1,19 Songs That Are Actually Fuckboy Anthems
1,25 BuzzFeed Posts My Parents Want Me To Write
1,Pornhub Has A Hilarious Christmas Advert Now
1,57 Things You'll Learn When You Live With Your Best Friends
1,"Things Got Rather Awkward When '90s Kids Danced To The ""Macarena"" Solo"
0,Journal Articles Question Plan for Digital Health Records
1,17 Glitches So WTF They'll Make You Laugh Uncontrollably
0,Finland win first ever Eurovision Dance Contest 2007 held in London
1,Daring People Try Daring Shots
1,Guy Friends Get Naked And Bare All
0,Canada's Afghan mission in question
1,9 Super Hot Moves Every Introvert Should Try In Bed
0,New Zealand exam insulter revealed
0,Ants Adjust Foraging So the Colony Eats Right
0,U.S. Conference Board says leading economic indicators rose 1.2% in May
0,France banning Skype from universities
1,Barguments: Why I Love Camping
1,57 Things That Happen The Morning After A One Night Stand
0,Mugabe declares Zimbabwe cholera crisis under control
1,29 Incredibly Delicious Recipes That Start With A Can
0,Chile remembers its own September 11 anniversary
1,This Woman Paralyzed From The Waist Down Became An Aerial Performer
0,BBC to cut Electric Proms for financial reasons
0,One million pilgrims attend open-air mass with Pope
0,Muzak Files  Chapter 11 to Refinance Debt
1,"Lupita Nyong'o Discusses #OscarsSoWhite, Inclusivity, And Progress"
1,21 New Year's Resolutions For TV To Consider In 2016
1,25 Incredibly Beautiful Wedding Cakes That Won 2015
0,Gomery report on Sponsorship Program released
1,Which TV Female Friend Group Do You Belong In
0,New Looks at the Fields of Death for Jews
1,The 24 Funniest Tweets About Cats In 2015
1,Hayao Miyazaki Is Making A Magical Nature Park For Children And You Have To Visit
1,19 Christmas Eve Traditions You Probably Didn't Know About
1,Can You Identify These Famous Cartoon Characters By Just Their Eyes
0,Afghan Legislator Killed in Bomb Attack
0,Bomb blast kills seven in northwest Pakistan
1,Everyone Has Lost Their Damn Minds Over This Ice Skating T-Rex
1,Would You Rather: The New Years Resolution Edition
0,"On Paper, Prudential Gets a Lift"
0,'George Davis is innocent - OK': UK court partially vindicates campaign after 36 years
0,"As Boom Town Busts, a Brief Political Movement Fades Away"
0,US House of Representatives passes health care bill
1,This Proposal Cake Will Put All Other Proposals To Shame
0,Child killed by family dog
1,"Which Hogwarts Houses Do These Recent ""Doctor Who"" Characters Belong In"
0,Iranian president sends letter to Pope Benedict XVI
0,Stocks Rise After Goldman Posts Solid Earnings
0,Semicon Taiwan 2007 starts with 5 mainstream topics
1,"These 24 Moments From ""Pride & Prejudice"" Will Make Your Heart Melt"
0,Police charge two people for leaking database of BNP members
1,51 Things That Happen When Your BFF Has Depression
0,Twenty dead after double suicide bombing in Iraq
0,Out of School but In the Game
1,Are You More Meredith Grey Or Meredith Grey
1,We Know If You Have An iPhone Based On The Emoji You Choose
1,16 Times Chewbacca Was You At The Club
1,Tell Us About Yourself(ie): Derek Theler
1,Here's What Your Favourite Fall Out Boy Album Says About You
1,Can We Guess Your Favorite Disney Movie Based On Your Zodiac
1,"34 ""I Laughed So Hard I Cried"" Stories"
